run_id,master_sha256,scenario_seed,assignment_id,scenario_id,annotator_id,outcome,reject_reason_code,mismatch_detail_code,label_status,labeled_at,origin_id,origin_store_id,day_of_week,visit_time,companion_type,gender_code,age_group,available_time_code,budget_code,purpose_code,requested_atmosphere_code,hill_preference,parking_preference,shown_store_id,store_name,category_group,category_main,category_sub,road_address,place_url,representative_item,representative_price_krw,store_atmosphere,parking_available,straight_line_distance_m,estimated_walking_distance_m,estimated_walking_time_min,slope_level,opening_status,parking_status,price_status,shown_store_snapshot
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0030,SCN-0030,A03,REJECTED,LOW_APPEAL,null,COMPLETED,2026-07-22 04:27:32.254169+00,ORG-S0062,S0062,목,15:00,ALONE,MALE,20S,NO_PREFERENCE,NO_PREFERENCE,NO_PREFERENCE,LIVELY,NO_PREFERENCE,NO_PREFERENCE,S0018,부자피자 1호점,F&B,음식점,피자,서울특별시 용산구 이태원로55가길 28,https://pcmap.place.naver.com/restaurant/35142937/home,부자 클라시카 피자,27000.0,조용함,Y,30,38,1,평탄,OPEN,Y,KNOWN,"{""phone"":""02-794-9474"",""latitude"":""37.5372741"",""store_id"":""S0018"",""active_yn"":""Y"",""age_group"":""20S"",""longitude"":""126.9998023"",""place_url"":""https://pcmap.place.naver.com/restaurant/35142937/home"",""atmosphere"":""조용함"",""store_name"":""부자피자 1호점"",""visit_time"":""15:00"",""budget_code"":""NO_PREFERENCE"",""day_of_week"":""목"",""gender_code"":""MALE"",""origin_id_x"":""ORG-S0062"",""origin_id_y"":""ORG-S0062"",""scenario_id"":""SCN-0030"",""slope_level"":""평탄"",""annotator_id"":""A03"",""category_sub"":""피자"",""price_status"":""KNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로55가길 28"",""category_main"":""음식점"",""category_group"":""F&B"",""companion_type"":""ALONE"",""naver_place_id"":""35142937"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0018"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0062"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":""부자 클라시카 피자"",""destination_store_id"":""S0018"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""27000.0"",""straight_line_distance_m"":""30"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""38""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0031,SCN-0031,A01,ACCEPTED,null,null,COMPLETED,2026-07-22 04:27:24.310683+00,ORG-S0059,S0059,화,19:00,COUPLE,null,30S,OVER_120,NO_PREFERENCE,NO_PREFERENCE,QUIET,NO_PREFERENCE,NO_PREFERENCE,S0064,행오버,F&B,주점,바,서울특별시 용산구 이태원로55가길 26-5 1층,https://pcmap.place.naver.com/restaurant/31840801/home,"한돈 오겹살 수육과 무김치,육젓무침",30000.0,조용함,N,82,102,1,평탄,OPEN,N,KNOWN,"{""phone"":""070-4213-2061"",""latitude"":""37.5374822"",""store_id"":""S0064"",""active_yn"":""Y"",""age_group"":""30S"",""longitude"":""126.9997558"",""place_url"":""https://pcmap.place.naver.com/restaurant/31840801/home"",""atmosphere"":""조용함"",""store_name"":""행오버"",""visit_time"":""19:00"",""budget_code"":""NO_PREFERENCE"",""day_of_week"":""화"",""gender_code"":null,""origin_id_x"":""ORG-S0059"",""origin_id_y"":""ORG-S0059"",""scenario_id"":""SCN-0031"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""바"",""price_status"":""KNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로55가길 26-5 1층"",""category_main"":""주점"",""category_group"":""F&B"",""companion_type"":""COUPLE"",""naver_place_id"":""31840801"",""opening_status"":""OPEN"",""parking_status"":""N"",""shown_store_id"":""S0064"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0059"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""N"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""OVER_120"",""representative_item"":""한돈 오겹살 수육과 무김치,육젓무침"",""destination_store_id"":""S0064"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""30000.0"",""straight_line_distance_m"":""82"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""102""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0032,SCN-0032,A02,REJECTED,PRICE_BURDEN,null,COMPLETED,2026-07-22 04:27:39.771054+00,ORG-S0012,S0012,월,18:00,FAMILY,null,null,FROM_60_TO_120,UNDER_10000,REST,LIVELY,NO_PREFERENCE,REQUIRED,S0043,오아시스 한남점,F&B,음식점,브런치,서울특별시 용산구 이태원로45길 30,https://pcmap.place.naver.com/restaurant/1110133208/home,에그베네딕트,23000.0,조용함,Y,111,139,2,평탄,OPEN,Y,KNOWN,"{""phone"":""02-790-8906"",""latitude"":""37.5365499"",""store_id"":""S0043"",""active_yn"":""Y"",""age_group"":null,""longitude"":""126.9979801"",""place_url"":""https://pcmap.place.naver.com/restaurant/1110133208/home"",""atmosphere"":""조용함"",""store_name"":""오아시스 한남점"",""visit_time"":""18:00"",""budget_code"":""UNDER_10000"",""day_of_week"":""월"",""gender_code"":null,""origin_id_x"":""ORG-S0012"",""origin_id_y"":""ORG-S0012"",""scenario_id"":""SCN-0032"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""브런치"",""price_status"":""KNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로45길 30"",""category_main"":""음식점"",""category_group"":""F&B"",""companion_type"":""FAMILY"",""naver_place_id"":""1110133208"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0043"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0012"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""에그베네딕트"",""destination_store_id"":""S0043"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""23000.0"",""straight_line_distance_m"":""111"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""139""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0033,SCN-0033,A03,REJECTED,LOW_APPEAL,,COMPLETED,2026-07-22 04:28:30.781394+00,ORG-S0019,S0019,일,12:00,ALONE,FEMALE,60_PLUS,OVER_120,FREE,NO_PREFERENCE,LIVELY,NO_PREFERENCE,NO_PREFERENCE,S0042,오센트 한남스토어,소매,화장품·향수,향수,서울특별시 용산구 이태원로49길 20 1층 102호,https://pcmap.place.naver.com/place/1531902423/home,산리오 캐릭터스 행잉 퍼퓸,28000.0,조용함,Y,65,82,1,가파름,OPEN,Y,KNOWN,"{""phone"":""0507-1305-1517"",""latitude"":""37.537159"",""store_id"":""S0042"",""active_yn"":""Y"",""age_group"":""60_PLUS"",""longitude"":""126.9993788"",""place_url"":""https://pcmap.place.naver.com/place/1531902423/home"",""atmosphere"":""조용함"",""store_name"":""오센트 한남스토어"",""visit_time"":""12:00"",""budget_code"":""FREE"",""day_of_week"":""일"",""gender_code"":""FEMALE"",""origin_id_x"":""ORG-S0019"",""origin_id_y"":""ORG-S0019"",""scenario_id"":""SCN-0033"",""slope_level"":""가파름"",""annotator_id"":""A03"",""category_sub"":""향수"",""price_status"":""KNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로49길 20 1층 102호"",""category_main"":""화장품·향수"",""category_group"":""소매"",""companion_type"":""ALONE"",""naver_place_id"":""1531902423"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0042"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0019"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""42"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""OVER_120"",""representative_item"":""산리오 캐릭터스 행잉 퍼퓸"",""destination_store_id"":""S0042"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""22.1"",""estimated_uphill_gain_m"":""18"",""representative_price_krw"":""28000.0"",""straight_line_distance_m"":""65"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""82""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0034,SCN-0034,A01,REJECTED,MISMATCH,PURPOSE_MISMATCH,COMPLETED,2026-07-22 04:27:42.396909+00,ORG-S0021,S0021,월,19:00,COUPLE,null,50S,UNDER_60,UNDER_10000,EXPERIENCE,NO_PREFERENCE,NO_PREFERENCE,REQUIRED,S0019,브리즈서울 한남,F&B,카페·디저트,카페,서울특별시 용산구 이태원로55가길 22 1층 브리즈서울,https://pcmap.place.naver.com/restaurant/1109546524/home,아메리카노,5500.0,활기참,Y,99,124,2,평탄,OPEN,Y,KNOWN,"{""phone"":""02-798-8951"",""latitude"":""37.5374597"",""store_id"":""S0019"",""active_yn"":""Y"",""age_group"":""50S"",""longitude"":""127.000015"",""place_url"":""https://pcmap.place.naver.com/restaurant/1109546524/home"",""atmosphere"":""활기참"",""store_name"":""브리즈서울 한남"",""visit_time"":""19:00"",""budget_code"":""UNDER_10000"",""day_of_week"":""월"",""gender_code"":null,""origin_id_x"":""ORG-S0021"",""origin_id_y"":""ORG-S0021"",""scenario_id"":""SCN-0034"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""카페"",""price_status"":""KNOWN"",""purpose_code"":""EXPERIENCE"",""road_address"":""서울특별시 용산구 이태원로55가길 22 1층 브리즈서울"",""category_main"":""카페·디저트"",""category_group"":""F&B"",""companion_type"":""COUPLE"",""naver_place_id"":""1109546524"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0019"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0021"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""활기참"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""UNDER_60"",""representative_item"":""아메리카노"",""destination_store_id"":""S0019"",""destination_elevation_m"":""42"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""5500.0"",""straight_line_distance_m"":""99"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""124""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0035,SCN-0035,A02,REJECTED,LOW_APPEAL,null,COMPLETED,2026-07-22 04:28:17.034087+00,ORG-S0042,S0042,일,17:00,FRIENDS,null,TEENS,FROM_60_TO_120,UNDER_30000,REST,LIVELY,AVOID,NO_PREFERENCE,S0012,몬타나 한남,소매,리빙,가구,서울특별시 용산구 이태원로49길 23 2층,https://pcmap.place.naver.com/place/2006595853/home,null,null,조용함,Y,37,46,1,평탄,OPEN,Y,UNKNOWN,"{""phone"":null,""latitude"":""37.5368722"",""store_id"":""S0012"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9991706"",""place_url"":""https://pcmap.place.naver.com/place/2006595853/home"",""atmosphere"":""조용함"",""store_name"":""몬타나 한남"",""visit_time"":""17:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""일"",""gender_code"":null,""origin_id_x"":""ORG-S0042"",""origin_id_y"":""ORG-S0042"",""scenario_id"":""SCN-0035"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""가구"",""price_status"":""UNKNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로49길 23 2층"",""category_main"":""리빙"",""category_group"":""소매"",""companion_type"":""FRIENDS"",""naver_place_id"":""2006595853"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0012"",""atmosphere_code"":""LIVELY"",""hill_preference"":""AVOID"",""origin_store_id"":""S0042"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":null,""destination_store_id"":""S0012"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""37"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""46""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0036,SCN-0036,A03,ACCEPTED,null,null,COMPLETED,2026-07-22 04:29:06.988278+00,ORG-S0020,S0020,화,15:00,FRIENDS,null,TEENS,OVER_120,FREE,NO_PREFERENCE,NO_PREFERENCE,AVOID,REQUIRED,S0005,뉴스프링프로젝트,문화·체험,전시·예술,갤러리·화랑,서울특별시 용산구 이태원로45길 22,https://pcmap.place.naver.com/place/1036778003/home,null,0.0,조용함,Y,133,166,2,평탄,OPEN,Y,KNOWN,"{""phone"":""0507-1323-0222"",""latitude"":""37.5364754"",""store_id"":""S0005"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9984339"",""place_url"":""https://pcmap.place.naver.com/place/1036778003/home"",""atmosphere"":""조용함"",""store_name"":""뉴스프링프로젝트"",""visit_time"":""15:00"",""budget_code"":""FREE"",""day_of_week"":""화"",""gender_code"":null,""origin_id_x"":""ORG-S0020"",""origin_id_y"":""ORG-S0020"",""scenario_id"":""SCN-0036"",""slope_level"":""평탄"",""annotator_id"":""A03"",""category_sub"":""갤러리·화랑"",""price_status"":""KNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로45길 22"",""category_main"":""전시·예술"",""category_group"":""문화·체험"",""companion_type"":""FRIENDS"",""naver_place_id"":""1036778003"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0005"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""AVOID"",""origin_store_id"":""S0020"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""OVER_120"",""representative_item"":null,""destination_store_id"":""S0005"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""0.0"",""straight_line_distance_m"":""133"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""166""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0037,SCN-0037,A01,ACCEPTED,null,null,COMPLETED,2026-07-22 04:28:05.841433+00,ORG-S0021,S0021,일,12:00,ALONE,FEMALE,50S,NO_PREFERENCE,FREE,BROWSE,QUIET,AVOID,NO_PREFERENCE,S0044,오헤시오 플래그십 한남,소매,패션,여성의류,서울특별시 용산구 이태원로55나길 7 101호,https://pcmap.place.naver.com/place/2085711646/home,null,null,조용함,N,54,68,1,평탄,OPEN,N,UNKNOWN,"{""phone"":""02-6953-7601"",""latitude"":""37.5365263"",""store_id"":""S0044"",""active_yn"":""Y"",""age_group"":""50S"",""longitude"":""126.9987401"",""place_url"":""https://pcmap.place.naver.com/place/2085711646/home"",""atmosphere"":""조용함"",""store_name"":""오헤시오 플래그십 한남"",""visit_time"":""12:00"",""budget_code"":""FREE"",""day_of_week"":""일"",""gender_code"":""FEMALE"",""origin_id_x"":""ORG-S0021"",""origin_id_y"":""ORG-S0021"",""scenario_id"":""SCN-0037"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""여성의류"",""price_status"":""UNKNOWN"",""purpose_code"":""BROWSE"",""road_address"":""서울특별시 용산구 이태원로55나길 7 101호"",""category_main"":""패션"",""category_group"":""소매"",""companion_type"":""ALONE"",""naver_place_id"":""2085711646"",""opening_status"":""OPEN"",""parking_status"":""N"",""shown_store_id"":""S0044"",""atmosphere_code"":""QUIET"",""hill_preference"":""AVOID"",""origin_store_id"":""S0021"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""N"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":null,""destination_store_id"":""S0044"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""54"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""68""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0038,SCN-0038,A02,REJECTED,MISMATCH,PURPOSE_MISMATCH,COMPLETED,2026-07-22 04:29:03.001436+00,ORG-S0012,S0012,수,14:00,COUPLE,null,40S,FROM_60_TO_120,NO_PREFERENCE,EXPERIENCE,LIVELY,NO_PREFERENCE,NO_PREFERENCE,S0006,다츠 한남,F&B,음식점,아시아음식,서울특별시 용산구 이태원로55나길 6 1층 1호 다츠,https://pcmap.place.naver.com/restaurant/247810366/home,런치-연두부 샐러드,17000.0,조용함,Y,24,30,1,평탄,OPEN,Y,KNOWN,"{""phone"":""0507-1309-7445"",""latitude"":""37.536664"",""store_id"":""S0006"",""active_yn"":""Y"",""age_group"":""40S"",""longitude"":""126.9990952"",""place_url"":""https://pcmap.place.naver.com/restaurant/247810366/home"",""atmosphere"":""조용함"",""store_name"":""다츠 한남"",""visit_time"":""14:00"",""budget_code"":""NO_PREFERENCE"",""day_of_week"":""수"",""gender_code"":null,""origin_id_x"":""ORG-S0012"",""origin_id_y"":""ORG-S0012"",""scenario_id"":""SCN-0038"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""아시아음식"",""price_status"":""KNOWN"",""purpose_code"":""EXPERIENCE"",""road_address"":""서울특별시 용산구 이태원로55나길 6 1층 1호 다츠"",""category_main"":""음식점"",""category_group"":""F&B"",""companion_type"":""COUPLE"",""naver_place_id"":""247810366"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0006"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0012"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""런치-연두부 샐러드"",""destination_store_id"":""S0006"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""17000.0"",""straight_line_distance_m"":""24"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""30""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0039,SCN-0039,A03,ACCEPTED,null,null,COMPLETED,2026-07-22 04:29:28.6343+00,ORG-S0012,S0012,수,18:00,COUPLE,null,30S,NO_PREFERENCE,FREE,NO_PREFERENCE,NO_PREFERENCE,NO_PREFERENCE,REQUIRED,S0033,아스티에드빌라트 서울플래그십스토어,소매,리빙,주방용품,서울특별시 용산구 이태원로49길 13,https://pcmap.place.naver.com/place/1341542893/home,주방용품,null,조용함,Y,52,65,1,평탄,OPEN,Y,UNKNOWN,"{""phone"":""0507-1328-7098"",""latitude"":""37.5370465"",""store_id"":""S0033"",""active_yn"":""Y"",""age_group"":""30S"",""longitude"":""126.9997139"",""place_url"":""https://pcmap.place.naver.com/place/1341542893/home"",""atmosphere"":""조용함"",""store_name"":""아스티에드빌라트 서울플래그십스토어"",""visit_time"":""18:00"",""budget_code"":""FREE"",""day_of_week"":""수"",""gender_code"":null,""origin_id_x"":""ORG-S0012"",""origin_id_y"":""ORG-S0012"",""scenario_id"":""SCN-0039"",""slope_level"":""평탄"",""annotator_id"":""A03"",""category_sub"":""주방용품"",""price_status"":""UNKNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로49길 13"",""category_main"":""리빙"",""category_group"":""소매"",""companion_type"":""COUPLE"",""naver_place_id"":""1341542893"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0033"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0012"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":""주방용품"",""destination_store_id"":""S0033"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""52"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""65""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0040,SCN-0040,A01,ACCEPTED,null,null,COMPLETED,2026-07-22 04:28:36.695466+00,ORG-S0010,S0010,토,14:00,FAMILY,null,null,FROM_60_TO_120,UNDER_30000,REST,QUIET,AVOID,REQUIRED,S0069,MOTHER Offline,F&B,카페·디저트,카페,서울특별시 용산구 이태원로55나길 6 1층,https://pcmap.place.naver.com/restaurant/1028591286/home,Americano,7000.0,활기참,Y,119,149,2,평탄,OPEN,Y,KNOWN,"{""phone"":""02-792-0776"",""latitude"":""37.5366296"",""store_id"":""S0069"",""active_yn"":""Y"",""age_group"":null,""longitude"":""126.9989772"",""place_url"":""https://pcmap.place.naver.com/restaurant/1028591286/home"",""atmosphere"":""활기참"",""store_name"":""MOTHER Offline"",""visit_time"":""14:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0010"",""origin_id_y"":""ORG-S0010"",""scenario_id"":""SCN-0040"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""카페"",""price_status"":""KNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로55나길 6 1층"",""category_main"":""카페·디저트"",""category_group"":""F&B"",""companion_type"":""FAMILY"",""naver_place_id"":""1028591286"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0069"",""atmosphere_code"":""QUIET"",""hill_preference"":""AVOID"",""origin_store_id"":""S0010"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""활기참"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""Americano"",""destination_store_id"":""S0069"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""7000.0"",""straight_line_distance_m"":""119"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""149""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0041,SCN-0041,A02,ACCEPTED,null,null,COMPLETED,2026-07-22 04:29:22.174723+00,ORG-S0020,S0020,토,18:00,FAMILY,null,null,FROM_60_TO_120,UNDER_10000,NO_PREFERENCE,LIVELY,NO_PREFERENCE,REQUIRED,S0063,한남작업실,F&B,카페·디저트,카페,서울특별시 용산구 이태원로55나길 7 1층 한남작업실,https://pcmap.place.naver.com/restaurant/1365054072/home,아포가토,12000.0,조용함,Y,107,134,2,평탄,OPEN,Y,KNOWN,"{""phone"":""0507-1320-5620"",""latitude"":""37.5365382"",""store_id"":""S0063"",""active_yn"":""Y"",""age_group"":null,""longitude"":""126.9987503"",""place_url"":""https://pcmap.place.naver.com/restaurant/1365054072/home"",""atmosphere"":""조용함"",""store_name"":""한남작업실"",""visit_time"":""18:00"",""budget_code"":""UNDER_10000"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0020"",""origin_id_y"":""ORG-S0020"",""scenario_id"":""SCN-0041"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""카페"",""price_status"":""KNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로55나길 7 1층 한남작업실"",""category_main"":""카페·디저트"",""category_group"":""F&B"",""companion_type"":""FAMILY"",""naver_place_id"":""1365054072"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0063"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0020"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""아포가토"",""destination_store_id"":""S0063"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""12000.0"",""straight_line_distance_m"":""107"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""134""}"
